		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010010111  243  269  237  222  216  237  262  239  9.947173 0.268753 SUCCESS  57
010011011  240  252  224  255  215  218  238  237  9.411234 0.308800 SUCCESS  58
010011111  250  257  264  241  251  221  237  254  5.657544 0.685530 SUCCESS  59
010100011  241  247  240  218  243  259  228  256  5.681905 0.682814 SUCCESS  60
010100111  249  227  249  264  266  228  210  236 11.459665 0.176989 SUCCESS  61
010101011  250  230  252  244  236  263  267  235  5.613059 0.690484 SUCCESS  62
010101111  228  236  239  249  230  277  264  261  9.897392 0.272302 SUCCESS  63
010110011  241  248  257  253  253  282  286  241 15.022705 0.058705 SUCCESS  64
010110111  240  228  247  252  252  223  250  229  4.740305 0.784938 SUCCESS  65
010111011  241  264  242  247  260  221  260  238  6.329056 0.610425 SUCCESS  66
010111111  228  253  261  251  223  277  249  262 10.765910 0.215319 SUCCESS  67
011000111  239  241  250  232  238  257  252  264  3.719267 0.881523 SUCCESS  68
011001111  240  233  231  250  253  249  258  240  2.794614 0.946578 SUCCESS  69
011010111  238  240  241  265  250  253  235  232  3.574161 0.893358 SUCCESS  70
011011111  255  240  228  218  226  225  254  243  7.926281 0.440704 SUCCESS  71
011101111  253  252  235  255  252  239  246  244  1.839245 0.985550 SUCCESS  72
011111111  249  254  244  251  261  236  223  236  4.370655 0.822230 SUCCESS  73
100000000  247  236  252  229  267  223  248  259  6.655280 0.574240 SUCCESS  74
100010000  260  201  235  248  267  240  248  256 12.313354 0.137761 SUCCESS  75
100100000  249  240  249  255  248  230  229  245  2.655863 0.954066 SUCCESS  76
100101000  247  253  244  233  243  252  232  262  3.137784 0.925415 SUCCESS  77
100110000  244  227  263  243  253  261  258  238  5.272007 0.728147 SUCCESS  78
100111000  240  246  248  234  233  271  238  220  6.794031 0.559010 SUCCESS  79
101000000  234  236  252  275  261  232  240  260  7.984536 0.434982 SUCCESS  80
101000100  242  232  232  238  240  247  249  264  3.305133 0.913776 SUCCESS  81
101001000  241  259  251  225  229  254  235  255  4.964848 0.761326 SUCCESS  82
101001100  247  227  258  232  234  267  220  260  8.900716 0.350741 SUCCESS  83
101010000  254  205  248  255  239  262  244  238  9.087129 0.334999 SUCCESS  84
101010100  253  227  258  257  244  242  251  241  3.354914 0.910154 SUCCESS  85
101011000  247  243  244  228  272  231  239  259  6.212548 0.623437 SUCCESS  86
101011100  250  247  233  264  252  265  245  247  4.526353 0.806791 SUCCESS  87
101100000  248  211  222  242  244  214  242  264 12.343011 0.136543 SUCCESS  88
101100100  243  238  248  255  227  248  244  273  5.567515 0.695549 SUCCESS  89
101101000  234  243  238  255  221  228  249  248  4.631211 0.796167 SUCCESS  90
101101100  273  248  265  228  235  234  267  236  9.827487 0.277343 SUCCESS  91
101110000  259  252  260  276  264  231  219  243 11.655611 0.167244 SUCCESS  92
101110100  244  254  245  235  264  273  244  243  5.980590 0.649406 SUCCESS  93
101111000  249  229  230  233  243  263  247  236  4.268975 0.832077 SUCCESS  94
101111100  238  266  236  243  238  240  279  240  7.927340 0.440600 SUCCESS  95
110000000  253  250  232  232  262  241  234  222  5.628947 0.688716 SUCCESS  96
110000010  239  262  222  255  240  220  232  249  7.301372 0.504493 SUCCESS  97
110000100  272  223  258  270  225  252  227  216 15.240893 0.054627 SUCCESS  98
110001000  247  211  263  237  261  252  250  242  8.042790 0.429301 SUCCESS  99
110001010  258  222  259  210  228  251  235  259 11.352689 0.182505 SUCCESS 100
110010000  245  247  263  264  248  243  219  263  7.474017 0.486456 SUCCESS 101
110010010  245  268  259  236  228  264  257  250  7.259006 0.508963 SUCCESS 102
110010100  251  243  226  224  239  256  225  219  8.246150 0.409802 SUCCESS 103
110011000  244  235  268  229  245  245  264  206 11.575114 0.171192 SUCCESS 104
110011010  223  265  239  227  243  232  253  242  6.071679 0.639203 SUCCESS 105
110100000  255  252  247  263  275  246  265  248  8.271570 0.407402 SUCCESS 106
110100010  236  222  220  239  204  234  253  254 12.932967 0.114177 SUCCESS 107
110100100  240  259  228  229  244  229  242  245  4.071970 0.850572 SUCCESS 108
110101000  217  216  242  254  253  272  217  271 16.703604 0.033348 SUCCESS 109
110101010  246  232  244  234  258  232  266  240  4.610027 0.798327 SUCCESS 110
110101100  239  256  240  242  254  245  224  269  5.553746 0.697078 SUCCESS 111
110110000  244  213  224  257  231  217  242  245 10.392024 0.238582 SUCCESS 112
110110010  267  235  249  239  224  254  250  260  6.124637 0.633273 SUCCESS 113
110110100  217  245  255  243  224  229  249  277 10.991513 0.202181 SUCCESS 114
110111000  238  247  251  282  283  242  211  224 19.258316 0.013538 SUCCESS 115
110111010  235  266  224  237  249  268  229  243  7.801300 0.453117 SUCCESS 116
110111100  264  239  232  244  244  266  246  240  4.522116 0.807216 SUCCESS 117
111000000  258  257  250  231  253  250  226  217  7.382928 0.495936 SUCCESS 118
111000010  267  238  259  269  239  239  229  218 10.018137 0.263755 SUCCESS 119
111000100  222  237  237  274  235  250  252  238  7.206047 0.514574 SUCCESS 120
111000110  244  228  204  219  231  254  239  247 11.886509 0.156340 SUCCESS 121
111001000  257  245  270  259  257  260  244  261  7.456011 0.488324 SUCCESS 122
111001010  234  255  261  245  251  241  241  229  3.397280 0.907014 SUCCESS 123
111001100  251  257  271  237  231  230  241  232  6.416967 0.600632 SUCCESS 124
111010000  249  264  265  240  273  248  240  242  7.379751 0.496268 SUCCESS 125
111010010  241  264  215  229  262  233  276  255 12.961564 0.113179 SUCCESS 126
111010100  239  220  238  259  254  251  223  253  6.511233 0.590162 SUCCESS 127
111010110  253  273  256  233  243  258  222  250  8.029021 0.430640 SUCCESS 128
111011000  260  231  224  238  233  239  249  241  4.450093 0.814405 SUCCESS 129
111011010  220  242  259  259  234  224  245  280 11.965947 0.152730 SUCCESS 130
111011100  231  238  268  274  276  243  226  216 16.138008 0.040447 SUCCESS 131
111100000  264  269  227  243  233  231  247  221  9.097721 0.334120 SUCCESS 132
111100010  234  216  242  249  235  262  245  232  6.237968 0.620595 SUCCESS 133
111100100  263  261  248  243  215  259  237  252  7.793885 0.453859 SUCCESS 134
111100110  242  254  242  214  257  232  255  224  7.838370 0.449416 SUCCESS 135
111101000  219  250  244  229  255  239  275  263  9.950351 0.268528 SUCCESS 136
111101010  242  216  234  271  265  240  254  262 10.549840 0.228533 SUCCESS 137
111101100  256  254  234  240  250  225  253  244  3.546623 0.895541 SUCCESS 138
111101110  236  264  238  249  268  238  251  230  5.832307 0.666010 SUCCESS 139
111110000  252  266  247  232  211  250  233  236  8.546954 0.381942 SUCCESS 140
111110010  246  285  257  245  240  255  254  242  8.804331 0.359070 SUCCESS 141
111110100  221  251  236  239  273  241  259  262  8.721716 0.366313 SUCCESS 142
111110110  264  255  257  233  251  228  233  253  5.561160 0.696255 SUCCESS 143
111111000  242  264  225  250  227  245  243  237  4.854695 0.772988 SUCCESS 144
111111010  231  243  230  249  260  255  252  261  4.719122 0.787131 SUCCESS 145
111111100  240  264  240  260  245  233  239  238  3.683256 0.884511 SUCCESS 146
111111110  249  254  244  251  261  236  223  236  4.370655 0.822230 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  250  267  247  237  239  221  233  246  5.529385 0.699782 SUCCESS   0
000000011  248  276  263  232  232  240  242  251  7.414703 0.492620 SUCCESS   1
000000101  247  251  234  248  230  226  246  236  3.264884 0.916652 SUCCESS   2
000000111  225  304  227  235  254  250  273  232 23.048018 0.003303 FAILURE   3
000001001  217  254  230  256  261  220  257  246  9.362513 0.312644 SUCCESS   4
000001011  262  253  214  225  249  228  234  244  8.718539 0.366593 SUCCESS   5
000001101  246  255  269  209  203  257  239  259 17.280850 0.027314 SUCCESS   6
000001111  238  272  250  226  265  249  260  216 11.354807 0.182394 SUCCESS   7
000010001  222  255  253  219  246  243  240  257  6.377778 0.604994 SUCCESS   8
000010011  232  243  239  250  226  208  259  256  9.341329 0.314325 SUCCESS   9
000010101  212  255  270  234  266  252  254  246 10.862294 0.209625 SUCCESS  10
000010111  273  254  206  233  245  244  232  232 11.876977 0.156778 SUCCESS  11
000011001  241  225  271  255  248  251  245  234  5.853490 0.663639 SUCCESS  12
000011011  247  219  265  232  226  269  260  239 10.370840 0.239956 SUCCESS  13
000011101  247  261  228  250  236  242  267  259  5.942460 0.653677 SUCCESS  14
000011111  234  233  235  241  236  216  255  220  7.950642 0.438306 SUCCESS  15
000100011  237  229  262  238  263  244  252  260  5.536799 0.698960 SUCCESS  16
000100101  250  252  252  231  233  262  239  245  3.394103 0.907251 SUCCESS  17
000100111  238  212  236  227  229  237  235  265  9.436654 0.306809 SUCCESS  18
000101001  260  224  232  239  227  231  238  264  7.322556 0.502265 SUCCESS  19
000101011  224  247  255  239  248  260  242  241  3.555096 0.894872 SUCCESS  20
000101101  250  250  235  227  231  225  234  227  5.843958 0.664706 SUCCESS  21
000101111  261  248  237  264  269  237  228  230  7.942169 0.439140 SUCCESS  22
000110011  237  250  263  243  259  240  230  232  4.353709 0.823884 SUCCESS  23
000110101  229  235  261  247  205  220  249  273 15.147687 0.056337 SUCCESS  24
000110111  243  200  258  240  232  250  231  255 11.141914 0.193787 SUCCESS  25
000111001  250  243  249  262  251  240  226  211  7.918867 0.441435 SUCCESS  26
000111011  239  285  236  253  254  223  255  245 10.611271 0.224712 SUCCESS  27
000111101  244  280  247  253  283  242  230  229 14.057803 0.080271 SUCCESS  28
000111111  217  244  221  214  220  244  261  244 12.900133 0.115332 SUCCESS  29
001000011  242  255  224  280  230  253  231  235  9.950351 0.268528 SUCCESS  30
001000101  237  257  258  226  235  234  231  248  4.705352 0.788554 SUCCESS  31
001000111  238  259  248  246  239  229  245  248  2.322225 0.969506 SUCCESS  32
001001011  263  259  217  243  226  268  259  259 11.251009 0.187878 SUCCESS  33
001001101  251  231  258  248  257  234  250  232  3.715031 0.881876 SUCCESS  34
001001111  213  201  245  256  230  227  240  256 15.341514 0.052835 SUCCESS  35
001010011  246  228  245  248  248  233  236  266  4.078325 0.849988 SUCCESS  36
001010101  267  213  259  231  276  241  247  227 13.611893 0.092459 SUCCESS  37
001010111  229  247  240  240  271  252  226  242  5.882088 0.660438 SUCCESS  38
001011011  243  239  250  224  229  254  259  250  4.444797 0.814930 SUCCESS  39
001011101  247  256  233  228  220  275  255  233  9.788298 0.280200 SUCCESS  40
001011111  249  249  241  282  258  254  223  210 14.373435 0.072536 SUCCESS  41
001100101  244  236  234  256  253  267  226  242  5.273066 0.728031 SUCCESS  42
001100111  236  246  254  249  243  250  239  239  1.182561 0.996811 SUCCESS  43
001101011  236  232  264  239  226  240  247  251  4.386543 0.820674 SUCCESS  44
001101101  257  240  225  268  246  242  251  231  5.703088 0.680450 SUCCESS  45
001101111  243  210  241  236  235  251  249  249  6.014484 0.645609 SUCCESS  46
001110101  265  218  253  242  241  252  237  233  6.134170 0.632206 SUCCESS  47
001110111  231  287  246  260  252  234  237  251 10.712951 0.218500 SUCCESS  48
001111011  249  252  241  234  265  226  253  224  6.126755 0.633036 SUCCESS  49
001111101  237  237  250  245  222  238  234  240  3.318902 0.912781 SUCCESS  50
001111111  219  243  234  225  234  255  274  261 10.586911 0.226221 SUCCESS  51
010000011  234  257  268  238  244  244  266  239  5.849253 0.664113 SUCCESS  52
010000111  252  256  255  261  253  251  214  217 10.063682 0.260585 SUCCESS  53
010001011  234  250  262  237  238  221  270  221  9.676026 0.288505 SUCCESS  54
010001111  221  264  236  245  246  276  253  249  8.975916 0.344332 SUCCESS  55
010010011  242  226  237  241  238  255  247  217  5.479604 0.705299 SUCCESS  56
010010111  262  273  213  243  251  283  243  242 15.623253 0.048101 SUCCESS  57
010011011  245  237  209  221  251  222  262  250 11.485085 0.175699 SUCCESS  58
010011111  228  211  248  250  215  238  232  269 12.957328 0.113326 SUCCESS  59
010100011  229  241  246  249  263  272  223  236  8.097866 0.423969 SUCCESS  60
010100111  248  228  279  274  216  245  241  261 14.701777 0.065210 SUCCESS  61
010101011  284  210  256  206  270  240  230  224 23.895352 0.002386 FAILURE  62
010101111  243  269  244  247  268  238  229  240  6.277157 0.616217 SUCCESS  63
010110011  229  219  242  249  247  264  265  236  7.597939 0.473696 SUCCESS  64
010110111  258  242  249  248  245  228  237  251  2.519230 0.960828 SUCCESS  65
010111011  253  242  251  239  210  255  256  253  7.030225 0.533375 SUCCESS  66
010111111  259  255  237  281  251  261  260  239 10.000132 0.265017 SUCCESS  67
011000111  211  244  240  225  269  250  249  247  9.173981 0.327833 SUCCESS  68
011001111  229  247  249  241  244  266  281  227 10.177013 0.252821 SUCCESS  69
011010111  237  242  252  273  222  244  252  272  9.658020 0.289853 SUCCESS  70
011011111  231  238  250  250  250  238  260  268  4.969085 0.760875 SUCCESS  71
011101111  241  284  256  243  219  231  244  254 11.198050 0.190728 SUCCESS  72
011111111  212  240  226  250  261  271  255  263 12.259336 0.140003 SUCCESS  73
100000000  250  267  247  236  239  221  233  246  5.593994 0.692605 SUCCESS  74
100010000  243  261  248  236  238  254  225  230  4.522116 0.807216 SUCCESS  75
100100000  225  253  245  232  223  230  246  247  5.295309 0.725597 SUCCESS  76
100101000  245  240  258  245  245  249  237  253  1.546914 0.991901 SUCCESS  77
100110000  221  267  264  204  213  236  247  249 17.496920 0.025331 SUCCESS  78
100111000  241  238  236  244  240  248  255  222  3.190743 0.921823 SUCCESS  79
101000000  246  249  231  252  229  235  258  239  3.357032 0.909998 SUCCESS  80
101000100  238  222  251  239  254  244  226  227  5.591876 0.692841 SUCCESS  81
101001000  237  247  249  257  244  232  238  246  1.849836 0.985274 SUCCESS  82
101001100  245  241  215  241  226  243  254  266  7.517443 0.481966 SUCCESS  83
101010000  217  249  261  261  275  244  231  238 10.558313 0.228003 SUCCESS  84
101010100  244  252  235  270  258  260  246  233  5.874674 0.661268 SUCCESS  85
101011000  269  226  257  236  231  251  229  258  7.710211 0.462277 SUCCESS  86
101011100  254  219  231  216  222  224  243  238 11.122849 0.194835 SUCCESS  87
101100000  247  261  258  232  233  239  269  257  6.639393 0.575991 SUCCESS  88
101100100  252  269  231  232  248  231  251  246  5.245528 0.731040 SUCCESS  89
101101000  266  253  254  270  240  245  253  227  7.262183 0.508627 SUCCESS  90
101101100  247  252  242  245  237  257  244  256  1.835008 0.985659 SUCCESS  91
101110000  240  229  242  230  232  227  269  243  6.397902 0.602753 SUCCESS  92
101110100  242  228  204  211  228  246  241  212 18.120770 0.020339 SUCCESS  93
101111000  261  254  233  255  233  251  234  236  4.083621 0.849501 SUCCESS  94
101111100  234  274  260  237  253  241  240  225  7.495200 0.484264 SUCCESS  95
110000000  236  269  258  243  260  247  230  267  7.887092 0.444576 SUCCESS  96
110000010  237  236  245  216  235  224  252  237  6.395784 0.602989 SUCCESS  97
110000100  262  243  242  243  224  240  242  263  4.700057 0.789100 SUCCESS  98
110001000  243  245  270  233  247  252  226  235  5.411817 0.712789 SUCCESS  99
110001010  240  234  225  242  250  251  242  239  2.552065 0.959259 SUCCESS 100
